key,item,english,translation,notes
ui_when_the_value_is_a_completion_time_e_g_7dce367,,"When the value is a completion time (e.g. a washer/dryer finish time), show a descending timer. The button reads active while counting and turns off at zero.","Wenn es sich bei dem Wert um eine Abschlusszeit handelt (z. B. die Abschlusszeit einer Waschmaschine/eines Trockners), wird ein absteigender Timer angezeigt. Die Taste zeigt während des Zählens „Aktiv“ an und schaltet sich bei Null aus.",
ui_widget_height_b26de24,,Widget height,Widget-Höhe,
ui_widget_name_55e5340,,Widget name,Widget-Name,
ui_widget_presentation_a3a8cdc,,Widget presentation,Widget-Präsentation,
ui_widget_width_1d89599,,Widget width,Widget-Breite,
ui_width_a58ddf5,,Width,Breite,
ui_width_and_height_6ed6746,,Width and height,Breite und Höhe,
ui_width_and_optional_icon_671e2ef,,Width and optional icon,Breite und optionales Symbol,
ui_width_columns_and_container_shape_984a191,,"Width, columns, and container shape","Breite, Spalten und Containerform",
ui_width_shape_and_collapse_behavior_7abc6f4,,"Width, shape, and collapse behavior","Breite, Form und Kollapsverhalten",
ui_wind_142b575,,Wind,Wind,
ui_worth_watching_a3d46c7,,Worth watching,Sehenswert,
ui_would_you_like_to_add_an_existing_camera_entity_00d5bc3,,Would you like to add an existing camera entity or a custom URL?,Möchten Sie eine vorhandene Kameraentität oder eine benutzerdefinierte URL hinzufügen?,
ui_write_the_information_shown_on_this_card_4ca5db7,,Write the information shown on this card,Schreiben Sie die auf dieser Karte angezeigten Informationen auf,
ui_you_can_help_by_testing_new_builds_reporting_reproducible_5310461,,"You can help by testing new builds, reporting reproducible bugs, suggesting thoughtful improvements, helping with translations or documentation, sharing HKI 7 with other Home Assistant users, and giving constructive feedback.","Sie können helfen, indem Sie neue Builds testen, reproduzierbare Fehler melden, durchdachte Verbesserungen vorschlagen, bei Übersetzungen oder Dokumentationen helfen, HKI 7 mit anderen Home Assistant-Benutzern teilen und konstruktives Feedback geben.","don't translate Home Assistant, HKI 7"
ui_you_re_exploring_the_built_in_sample_home_63c2ad1,,You're exploring the built-in sample home,Sie erkunden das eingebaute Musterhaus,
ui_your_automations_and_devices_will_be_unavailable_briefly_h_8a8572e,,Your automations and devices will be unavailable briefly. HKI7 will reconnect automatically when Home Assistant is ready.,"Ihre Automatisierungen und Geräte sind kurzzeitig nicht verfügbar. HKI7 verbindet sich automatisch wieder, wenn Home Assistant bereit ist.","don't translate Home Assistant, HKI7"
ui_your_dashboard_is_ready_0719f75,,Your dashboard is ready,Ihr Dashboard ist fertig,
ui_your_home_72412fa,,Your home,Ihr Zuhause,
ui_your_location_is_shared_only_with_your_own_home_c75bd6d,,Your location is shared only with your own Home Assistant server. It is ,Ihr Standort wird nur mit Ihrem eigenen Home Assistant-Server geteilt. Es ist,don't translate Home Assistant; keep the space at the start/end
logs_title,,Connection log,Verbindungsprotokoll,
logs_subtitle,,What the app's connection to Home Assistant has been doing,Was die Verbindung der App mit Home Assistant bewirkt hat,don't translate Home Assistant
logs_empty,,Connection log,Verbindungsprotokoll,
logs_empty_hint,,"Nothing logged yet. Connection attempts, reconnects, sync and subscriptions appear here as they happen.","Noch nichts protokolliert. Verbindungsversuche, Wiederverbindungen, Synchronisierungen und Abonnements werden hier angezeigt, sobald sie stattfinden.",
logs_count,,Connection log (%1$d),Verbindungsprotokoll (%1$d),app fills in %1$d — keep them
logs_copy,,Copy the log,Kopieren Sie das Protokoll,
logs_clear,,Clear the log,Löschen Sie das Protokoll,
logs_show_all,,Show all %1$d,Alle anzeigen %1$d,app fills in %1$d — keep them
logs_show_less,,Show less,Weniger anzeigen,
parcel_letter_count,one,%1$d letter,%1$d Brief,app fills in %1$d — keep them
parcel_letter_count,other,%1$d letters,%1$d Briefe,app fills in %1$d — keep them
spacer_empty_button,,Empty button,Leere Schaltfläche,
spacer_empty_button_description,,Transparent placeholder that only reserves space,"Transparenter Platzhalter, der nur Platz reserviert",
spacer_add_empty_button,,Add empty button,Leere Schaltfläche hinzufügen,
popup_custom_popup,,Custom popup,Eigenes Pop-up,
popup_choose,,Choose a popup,Pop-up auswählen,
popup_none_yet,,No popups yet,Noch keine Pop-ups,
popup_new,,New popup,Neues Pop-up,
popup_default_name,,New popup,Neues Pop-up,
popup_name,,Popup name,Name des Pop-ups,
popup_edit_contents,,Edit contents,Inhalt bearbeiten,
popup_delete,,Delete popup,Pop-up löschen,
popup_status_entity,,Status entity,Statusentität,
popup_status_entity_hint,,Optional. Its state fills the dialog's status line and adds the history view.,Optional. Ihr Zustand füllt die Statuszeile des Dialogs und ergänzt die Verlaufsansicht.,
popup_settings_subtitle,,"Name, icon, and status entity","Name, Symbol und Statusentität",
popup_shared_hint,,Popups are shared: other buttons can open this same popup.,Pop-ups werden geteilt: Andere Schaltflächen können dasselbe Pop-up öffnen.,
popup_empty,,This popup is empty. Tap Edit to add widgets.,"Dieses Pop-up ist leer. Tippe auf „Bearbeiten“, um Widgets hinzuzufügen.",
popup_settings_title,,Popups,Pop-ups,
popup_settings_subtitle_section,,Build and edit your custom popups,Eigene Pop-ups erstellen und bearbeiten,
popup_settings_hint,,"Popups open from a button, badge, or dialog button set to the Custom popup action. Edit contents opens the popup itself so you can arrange its widgets.","Pop-ups werden über eine Schaltfläche, ein Badge oder eine Dialogschaltfläche mit der Aktion „Eigenes Pop-up“ geöffnet. „Inhalt bearbeiten“ öffnet das Pop-up selbst, um seine Widgets anzuordnen.",
button_icon_only,,Icon only,Nur Symbol,
button_icon_size,,Icon size,Symbolgröße,
button_icon_size_description,,"Auto shrinks the icon as the stack gains columns, so it still fits a narrow button.","Automatisch verkleinert das Symbol, wenn der Stapel mehr Spalten hat, damit es auf eine schmale Schaltfläche passt.",
button_icon_size_auto,,Auto,Automatisch,
button_icon_size_value,,%1$d dp,%1$d dp,app fills in %1$d — keep them
stack_child_icon_only,,Icon only for every button,Nur Symbol für alle Schaltflächen,
stack_child_icon_only_description,,"Applies to all buttons in this stack, so you don't have to set it on each one.","Gilt für alle Schaltflächen in diesem Stapel, damit du es nicht einzeln einstellen musst.",
stack_child_icon_size,,Icon size for every button,Symbolgröße für alle Schaltflächen,
button_icon_only_description,,"Hide the name and state, centering the icon on the button",Name und Status ausblenden und das Symbol auf der Schaltfläche zentrieren,
action_button,,Action button,Aktionsschaltfläche,
action_button_description,,"A button without an entity: give it a name, an icon, and any action","Eine Schaltfläche ohne Entität: Name, Symbol und beliebige Aktion",
action_button_add,,Add action button,Aktionsschaltfläche hinzufügen,
action_badge_add,,Add action badge,Aktions-Badge hinzufügen,
security_entity_count,one,%1$d entity,%1$d Entität,app fills in %1$d — keep them
security_entity_count,other,%1$d entities,%1$d Entitäten,app fills in %1$d — keep them
family_permission_switch_dashboards,,Allow switching dashboards,Dashboard-Wechsel erlauben,
family_permission_switch_dashboards_subtitle,,Let this person load another existing dashboard,Diese Person darf ein anderes vorhandenes Dashboard laden,
family_permission_create_dashboards,,Allow creating dashboards,Dashboard-Erstellung erlauben,
family_permission_create_dashboards_subtitle,,Let this person create or duplicate dashboards,Diese Person darf Dashboards erstellen oder duplizieren,
family_dashboard_tab_locked,,Locked by family permissions,Durch Familienberechtigungen gesperrt,
family_dashboard_access_lost_title,,Family access removed,Familienzugriff entfernt,
family_dashboard_access_lost_message,,"You no longer have access to HKI 7 through this family dashboard. Choose another dashboard shared with you, or use any other option your family permissions allow.","Du hast über dieses Familien-Dashboard keinen Zugriff mehr auf HKI 7. Wähle ein anderes mit dir geteiltes Dashboard oder eine andere Option, die deine Familienberechtigungen erlauben.",don't translate HKI 7
family_access_manage,,Manage access,Zugriff verwalten,
family_access_title,,Who can see %1$s,Wer kann %1$s sehen?,app fills in %1$s — keep them
family_access_description,,Add or remove people. Everyone you remove loses this dashboard the next time their app syncs.,"Personen hinzufügen oder entfernen. Jeder, den Sie entfernen, verliert dieses Dashboard, wenn seine App das nächste Mal synchronisiert wird.",
family_access_shared_everyone,,Shared with everyone,Mit allen geteilt,
family_access_shared_nobody,,Shared with no one,Mit niemandem geteilt,
family_access_shared_with,,Shared with %1$s,Geteilt mit %1$s,app fills in %1$s — keep them
family_access_unknown_user,,Unknown user,Unbekannter Benutzer,
family_access_revoke_warning,,"Losing access deletes their copy of this dashboard, along with any colours, icons, and names they changed on it.","Durch den Verlust des Zugriffs wird die Kopie dieses Dashboards gelöscht, zusammen mit allen darin geänderten Farben, Symbolen und Namen.",
family_versions_title,,HKI versions,HKI-Versionen,
family_versions_description,,Which HKI build each family device is running. This device is on %1$s. A device appears once it has opened HKI 7 1.0.0-beta.18 or newer at least once.,"Welcher HKI-Build auf jedem Familiengerät ausgeführt wird. Dieses Gerät befindet sich auf %1$s. Ein Gerät erscheint erst, wenn es mindestens einmal HKI 7 1.0.0-beta.18 oder neuer ausgeführt hat.",app fills in %1$s — keep them; don't translate HKI 7
family_versions_empty,,No family devices have reported a version yet.,Bisher haben keine Familiengeräte eine Version gemeldet.,
family_versions_loading,,Loading family devices…,Familiengeräte werden geladen…,
family_versions_unavailable,,Home Assistant could not return the family device list. Check that HKI 7 Cloud is up to date.,"Home Assistant konnte die Liste der Familiengeräte nicht zurückgeben. Überprüfen Sie, ob HKI 7 Cloud auf dem neuesten Stand ist.","don't translate HKI 7 Cloud, Home Assistant"
family_versions_outdated,,Older than yours,Älter als deins,
family_versions_android,,Android %1$s,Android %1$s,app fills in %1$s — keep them
family_versions_reported,,reported %1$s,gemeldet %1$s,app fills in %1$s — keep them
family_versions_forget,,Forget this device,Vergessen Sie dieses Gerät,
family_versions_forget_hint,,Forgetting a device only clears it from this list. One that is still in use reappears the next time its app opens.,"Wenn Sie ein Gerät vergessen, wird es lediglich aus dieser Liste gelöscht. Eine, die noch verwendet wird, wird beim nächsten Öffnen der App wieder angezeigt.",
family_versions_nudge,,Ask to update to %1$s,Bitte um Aktualisierung auf %1$s,app fills in %1$s — keep them
family_versions_nudge_clear,,Cancel update request,Update-Anfrage abbrechen,
family_versions_nudge_pending,,Waiting for this device to update to %1$s. The request clears itself once it does.,"Warten auf die Aktualisierung dieses Geräts auf %1$s. Sobald dies der Fall ist, wird die Anfrage von selbst gelöscht.",app fills in %1$s — keep them
family_require_title,,Require an HKI version,Erfordert eine HKI-Version,
family_require_description,,"Everyone below the version you require is asked to update before they can keep using HKI. Nothing here installs anything — Google Play does the update, so people are only ever held up when Play actually has it ready for them.","Jeder, der unter der von Ihnen benötigten Version ist, wird gebeten, ein Update durchzuführen, bevor er HKI weiterhin verwenden kann. Hier wird nichts installiert – Google Play führt das Update durch, sodass die Benutzer immer nur dann aufgehalten werden, wenn Play es tatsächlich für sie bereithält.",
family_require_current,,Currently required: %1$s,Derzeit erforderlich: %1$s,app fills in %1$s — keep them
family_require_set,,Require everyone to be on %1$s,Jeder muss auf %1$s sein,app fills in %1$s — keep them
family_require_clear,,Clear the requirement,Löschen Sie die Anforderung,
family_require_hint,,"You can only require a version some device already runs, so a requirement can never be one nobody is able to install.","Sie können nur eine Version anfordern, die auf einem Gerät bereits ausgeführt wird. Eine Anforderung kann also niemals eine Version sein, die niemand installieren kann.",
settings_extra_family_require_failed,,Could not change the required version. It has to be one a family device already runs.,"Die erforderliche Version konnte nicht geändert werden. Es muss sich um ein Familiengerät handeln, das bereits läuft.",
settings_extra_family_nudge_failed,,Could not ask “%1$s” to update.,„%1$s“ konnte nicht zur Aktualisierung aufgefordert werden.,app fills in %1$s — keep them
app_update_required_title,,Time to update HKI,"Zeit, HKI zu aktualisieren",
app_update_required_title_device,,This device needs an HKI update,Dieses Gerät benötigt ein HKI-Update,
app_update_required_message,,Your family is on HKI %1$s. This device is on %2$s.,Ihre Familie ist auf HKI %1$s. Dieses Gerät befindet sich auf %2$s.,app fills in %1$s %2$s — keep them
app_update_required_checking,,Checking Google Play…,Google Play wird überprüft…,
app_update_required_update,,Update now,Jetzt aktualisieren,
app_update_required_open_store,,Open HKI in the Play Store,Öffnen Sie HKI im Play Store,
app_update_required_opened_store,,"Google Play could not take over here, so its store page was opened instead.","Google Play konnte hier nicht die Oberhand gewinnen, daher wurde stattdessen dessen Store-Seite geöffnet.",
app_update_required_unavailable,,"Google Play has no update ready for this device yet. That usually means the release hasn't reached you, or this copy of HKI didn't come from the Play Store.","Google Play hat noch kein Update für dieses Gerät bereit. Das bedeutet normalerweise, dass Sie die Veröffentlichung nicht erhalten haben oder dass diese Kopie von HKI nicht aus dem Play Store stammt.",
app_update_required_continue,,Continue without updating,Ohne Aktualisierung fortfahren,
settings_extra_active_instance,,Active instance,Aktive Instanz,
settings_extra_automatic_cloud_backup_enabled,,Automatic cloud backup enabled.,Automatische Cloud-Sicherung aktiviert.,
settings_extra_background_restricted_warning,,Restricted — background sync will not work,Eingeschränkt — die Hintergrundsynchronisierung funktioniert nicht,
settings_extra_backup_failed,,Backup failed: %1$s,Sicherung fehlgeschlagen: %1$s,app fills in %1$s — keep them
settings_extra_backup_unreadable,,The backup could not be read,Die Sicherung konnte nicht gelesen werden,
settings_extra_battery_optimized_warning,,Optimized — may interrupt background sync,Optimiert — kann die Hintergrundsynchronisierung unterbrechen,
settings_extra_buy_me_a_coffee_logo,,Buy Me a Coffee logo,Logo von Buy Me a Coffee,
settings_extra_cloud_backup_created,,Cloud backup created.,Cloud-Sicherung erstellt.,
settings_extra_cloud_backup_failed,,Cloud backup failed: %1$s,Cloud-Sicherung fehlgeschlagen: %1$s,app fills in %1$s — keep them
settings_extra_cloud_component_missing,,"The HKI 7 Cloud component was not found on your Home Assistant. Install it through HACS, then try again.",Die Komponente HKI 7 Cloud wurde in Home Assistant nicht gefunden. Installiere sie über HACS und versuche es erneut.,"don't translate HKI 7 Cloud, Home Assistant"
settings_extra_copy_dashboard,,Copy %1$s,%1$s kopieren,app fills in %1$s — keep them
settings_extra_corner_modern,,Modern,Modern,
settings_extra_corner_round,,Round,Rund,
settings_extra_corner_sharp,,Sharp,Eckig,
settings_extra_create_custom_page,,Create custom page,Eigene Seite erstellen,
settings_extra_custom_page_identity_subtitle,,Identity and navigation appearance,Name und Darstellung in der Navigation,
settings_extra_dashboard_backup_saved,,Dashboard backup saved.,Dashboard-Sicherung gespeichert.,
settings_extra_dashboard_copy_name,,%1$s copy,Kopie von %1$s,app fills in %1$s — keep them
settings_extra_dashboard_default_name,,Dashboard %1$d,Dashboard %1$d,app fills in %1$d — keep them
settings_extra_new_dashboard_confirm_body,,This adds a dashboard alongside the one you are using. Your current dashboard is kept exactly as it is and is never overwritten — you can switch between them at any time.,Dadurch wird neben dem von Ihnen verwendeten Dashboard ein Dashboard hinzugefügt. Ihr aktuelles Dashboard bleibt genau so wie es ist und wird nie überschrieben – Sie können jederzeit zwischen ihnen wechseln.,
settings_extra_new_dashboard_confirm_action,,Continue,Weitermachen,
settings_extra_new_dashboard_created,,Created “%1$s”,Erstellt „%1$s“,app fills in %1$s — keep them
uif_onboarding_shared_already_added,,Already added,Bereits hinzugefügt,
settings_extra_dashboard_shared_badge,,Shared,Geteilt,
settings_extra_dashboard_shared_subtitle,,Shared with you by your family. Tap to load,Von Ihrer Familie mit Ihnen geteilt. Zum Laden tippen,
settings_extra_dashboard_shared_loaded,,Shared with you by your family. Currently loaded,Von Ihrer Familie mit Ihnen geteilt. Derzeit geladen,
settings_extra_dashboard_generating,,Your new dashboard is being generated automatically.,Dein neues Dashboard wird automatisch erstellt.,
settings_extra_dashboard_mode_auto,,Automatic,Automatisch,
settings_extra_dashboard_mode_manual,,Manual,Manuell,
settings_extra_dashboard_restored,,Dashboard configuration restored.,Dashboard-Konfiguration wiederhergestellt.,
settings_extra_dashboard_shared,,“%1$s” shared.,„%1$s“ wurde geteilt.,app fills in %1$s — keep them
settings_extra_dashboard_sharing_failed,,Could not share the dashboard.,Das Dashboard konnte nicht geteilt werden.,
settings_extra_default_user_name,,User,Benutzer,
settings_extra_delete_dashboard,,Delete %1$s,%1$s löschen,app fills in %1$s — keep them
settings_extra_device_tracker,,Device tracker,Geräte-Tracker,
settings_extra_device_tracker_subtitle,,"Name used for location, geocoded location, battery, and charging entities","Name für Entitäten zu Standort, Geocodierung, Akku und Ladestatus",
settings_extra_drive_access_token_missing,,Google Drive authorization did not return an access token.,Die Google Drive-Autorisierung hat kein Zugriffstoken zurückgegeben.,don't translate Google Drive
settings_extra_drive_authorization_cancelled,,Google Drive authorization was cancelled.,Die Google Drive-Autorisierung wurde abgebrochen.,don't translate Google Drive
settings_extra_drive_authorization_failed,,Google Drive authorization failed: %1$s,Google Drive-Autorisierung fehlgeschlagen: %1$s,app fills in %1$s — keep them; don't translate Google Drive
settings_extra_drive_authorization_open_failed,,Google Drive authorization could not be opened.,Die Google Drive-Autorisierung konnte nicht geöffnet werden.,don't translate Google Drive
settings_extra_drive_backups_load_failed,,Could not load Google Drive backups: %1$s,Google Drive-Sicherungen konnten nicht geladen werden: %1$s,app fills in %1$s — keep them; don't translate Google Drive
settings_extra_edit_custom_page,,Edit custom page,Eigene Seite bearbeiten,
settings_extra_effect_glow,,Glow,Leuchten,
settings_extra_effect_group_alerts,,Sensors and alarms,Sensoren und Alarme,
settings_extra_effect_group_climate,,Climate and humidity,Klima und Luftfeuchtigkeit,
settings_extra_effect_group_fans,,Fans and vacuums,Ventilatoren und Saugroboter,
settings_extra_effect_group_lights,,Lights and switches,Lichter und Schalter,
settings_extra_effect_group_media,,Media players,Mediaplayer,
settings_extra_effect_group_other,,Everything else,Alles andere,
settings_extra_effect_none,,None,Keiner,
settings_extra_effect_pulse,,Pulse,Pulsieren,
settings_extra_effect_spin,,Spin,Drehen,
settings_extra_empty_dashboard_created,,An empty dashboard was created.,Ein leeres Dashboard wurde erstellt.,
settings_extra_font_atkinson,,Atkinson Hyperlegible,Atkinson Hyperlegible,
settings_extra_font_bree_serif,,Bree Serif,Bree Serif,
settings_extra_font_comfortaa,,Comfortaa,Comfortaa,
settings_extra_font_cursive,,Cursive,Kursiv,
settings_extra_font_default,,Default,Standard,
settings_extra_font_monospace,,Monospace,Nichtproportional,
settings_extra_font_nunito,,Nunito,Nunito,
settings_extra_font_patrick_hand,,Patrick Hand,Patrick Hand,
settings_extra_font_sans_serif,,Sans serif,Serifenlos,
settings_extra_font_serif,,Serif,Serifenschrift,
settings_extra_font_space_grotesk,,Space Grotesk,Space Grotesk,
settings_extra_ha_backup_created,,Home Assistant backup created.,Home Assistant-Sicherung erstellt.,don't translate Home Assistant
settings_extra_ha_backup_enabled,,Home Assistant backup enabled.,Home Assistant-Sicherung aktiviert.,don't translate Home Assistant
settings_extra_ha_backup_failed,,Home Assistant backup failed. Is the HKI 7 Cloud component reachable?,Die Home Assistant-Sicherung ist fehlgeschlagen. Ist die Komponente HKI 7 Cloud erreichbar?,"don't translate HKI 7 Cloud, Home Assistant"
settings_extra_ha_backups_load_failed,,Could not load Home Assistant backups: %1$s,Home Assistant-Sicherungen konnten nicht geladen werden: %1$s,app fills in %1$s — keep them; don't translate Home Assistant
settings_extra_hide_tab,,Hide tab,Tab ausblenden,
settings_extra_hki_cloud_step_add_integration,,"Go to Settings → Devices & Services → Add Integration, choose “HKI 7 Cloud,” and confirm.","Gehe zu Einstellungen → Geräte & Dienste → Integration hinzufügen, wähle „HKI 7 Cloud“ und bestätige.",don't translate HKI 7 Cloud
settings_extra_hki_cloud_step_add_repository,,"Paste %1$s, choose the “Integration” category, and add it.","Füge %1$s ein, wähle die Kategorie „Integration“ und füge das Repository hinzu.",app fills in %1$s — keep them
settings_extra_hki_cloud_step_install,,"Open the new “HKI 7 Cloud” entry, install it, and restart Home Assistant.","Öffne den neuen Eintrag „HKI 7 Cloud“, installiere ihn und starte Home Assistant neu.","don't translate HKI 7 Cloud, Home Assistant"
settings_extra_hki_cloud_step_open_custom_repositories,,"In Home Assistant, open HACS → the ⋮ menu in the top-right → Custom repositories.",Öffne in Home Assistant HACS → das Menü ⋮ oben rechts → Benutzerdefinierte Repositories.,don't translate Home Assistant
settings_extra_hki_cloud_step_reopen,,Reopen this screen. The features will appear automatically.,Öffne diesen Bildschirm erneut. Die Funktionen werden automatisch angezeigt.,
settings_extra_hki_cloud_version,,HKI 7 Cloud v%1$s installed,HKI 7 Cloud v%1$s installiert,app fills in %1$s — keep them; don't translate HKI 7 Cloud
settings_extra_hki_cloud_version_unknown,,HKI 7 Cloud installed (update to see its version),"HKI 7 Cloud installiert (aktualisieren, um die Version anzuzeigen)",don't translate HKI 7 Cloud
settings_extra_hki_cloud_update_to_unlock,,Update to unlock:,Update zum Entsperren:,
settings_extra_hki_cloud_feature_requires,,%1$s (needs v%2$s+),%1$s (benötigt v%2$s+),app fills in %1$s %2$s — keep them
settings_extra_hki_cloud_feature_reimport,,Manually re-importing or clearing dashboard view data,Manuelles erneutes Importieren oder Löschen von Dashboard-Ansichtsdaten,
settings_extra_hki_cloud_feature_search_lists,,Per-person Visible/Invisible global search lists,Sichtbare/unsichtbare globale Suchlisten pro Person,
settings_extra_hki_cloud_feature_room_follow,,Room following,Raumverfolgung,
settings_extra_hki_cloud_feature_room_follow_launch_only,,"Room following: only place someone on launch, without tracking further moves","Raumverfolgung: Platzieren Sie jemanden nur beim Start, ohne weitere Bewegungen zu verfolgen",
settings_extra_hki_cloud_feature_devices,,Seeing which HKI version each family device runs,"Sehen Sie, welche HKI-Version auf jedem Gerät der Familie ausgeführt wird",
settings_extra_hki_cloud_feature_required_version,,Requiring the family to update to a given HKI version,Die Familie muss auf eine bestimmte HKI-Version aktualisieren,
settings_extra_hki_cloud_feature_events,,"The event timeline, and hiding parts of it from individual people",Die Zeitleiste des Ereignisses und das Verbergen von Teilen davon vor einzelnen Personen,
settings_extra_hki_cloud_tab_requires,,"Needs HKI 7 Cloud v%1$s or newer. Update the component in HACS — until then, what you set here won't take effect.",Benötigt HKI 7 Cloud v%1$s oder neuer. Aktualisieren Sie die Komponente in HACS – bis dahin werden die hier vorgenommenen Einstellungen nicht wirksam.,app fills in %1$s — keep them; don't translate HKI 7 Cloud
settings_extra_location_allowed_always,,Allowed all the time,Immer zulassen,
settings_extra_location_allowed_foreground,,Allowed only while using the app,Nur bei Verwendung der App zulassen,
settings_extra_location_not_allowed,,Not allowed,Nicht zugelassen,
language_search_placeholder,,Search languages,Sprachen suchen,
language_search_no_matches,,No language matches “%1$s”,Keine Sprache stimmt mit „%1$s“ überein.,app fills in %1$s — keep them
settings_extra_language_dutch,,Nederlands,Nederlands,
settings_extra_language_english,,English,English,
settings_extra_language_french,,Français,Français,
settings_extra_language_german,,Deutsch,Deutsch,
settings_extra_language_italian,,Italiano,Italiano,
settings_extra_language_spanish,,Español,Español,
settings_extra_language_turkish,,Türkçe,Türkçe,
settings_extra_language_portuguese,,Português,Português,
settings_extra_language_portuguese_brazil,,Português (Brasil),Português (Brasil),
settings_extra_language_spanish_latam,,Español (Latinoamérica),Español (Latinoamérica),
settings_extra_language_japanese,,日本語,日本語,
settings_extra_language_korean,,한국어,한국어,
settings_extra_language_chinese_simplified,,中文（简体）,中文（简体）,
settings_extra_language_chinese_traditional,,中文（繁體）,中文（繁體）,
settings_extra_no_drive_backups,,No Google Drive backups were found.,Keine Google Drive-Sicherungen gefunden.,don't translate Google Drive
settings_extra_no_ha_backups,,No Home Assistant backups were found. Is the HKI 7 Cloud component installed?,Keine Home Assistant-Sicherungen gefunden. Ist die Komponente HKI 7 Cloud installiert?,"don't translate HKI 7 Cloud, Home Assistant"
settings_extra_notifications_multi_home_required,,Required while multiple homes receive notifications. Manage each home under Connection.,"Erforderlich, wenn mehrere Zuhause Benachrichtigungen empfangen. Verwalte jedes Zuhause unter Verbindung.",
settings_extra_notifications_persistent_connection,,Keeps a persistent connection to Home Assistant while the app is closed. This uses more battery.,"Hält die Verbindung zu Home Assistant aufrecht, während die App geschlossen ist. Das verbraucht mehr Akku.",don't translate Home Assistant
settings_extra_paypal_logo,,PayPal logo,PayPal-Logo,
settings_extra_policy_update_failed,,Could not update the policy.,Die Richtlinie konnte nicht aktualisiert werden.,
settings_extra_policy_needs_component_update,,Permissions saved. Update HKI 7 Cloud to also store the Visible and Invisible lists.,"Berechtigungen gespeichert. Aktualisiere HKI 7 Cloud, damit auch die Listen „Sichtbar“ und „Unsichtbar“ gespeichert werden.",don't translate HKI 7 Cloud
settings_extra_policy_needs_component_update_room_follow,,Permissions saved. Update HKI 7 Cloud to also store the room following settings.,"Berechtigungen gespeichert. Aktualisiere HKI 7 Cloud, um auch die Einstellungen zum Raumwechsel zu speichern.",don't translate HKI 7 Cloud
settings_extra_policy_needs_component_update_events,,"Permissions saved, but this HKI 7 Cloud is too old to hide events from this person — they would see the whole timeline. Update it to apply the restriction.","Berechtigungen gespeichert, aber diese HKI 7 Cloud ist zu alt, um Ereignisse vor dieser Person zu verbergen – sie würde die gesamte Zeitleiste sehen. Aktualisieren Sie es, um die Einschränkung anzuwenden.",don't translate HKI 7 Cloud
settings_extra_tab_presence,,Presence,Anwesenheit,
settings_extra_tab_events,,Events,Veranstaltungen,
settings_extra_events_title,,Event timeline,Zeitleiste der Veranstaltung,
settings_extra_events_description,,"Choose which entities the family sees recent activity for, in the Events tab of the notification drawer. Set once here rather than on each phone. This hides the timeline, not the entities — anyone signed in to Home Assistant can still read them there.","Wählen Sie auf der Registerkarte „Ereignisse“ der Benachrichtigungsleiste aus, für welche Entitäten die Familie die letzten Aktivitäten sieht. Stellen Sie die Einstellung hier einmal ein und nicht auf jedem Telefon. Dadurch wird die Zeitleiste ausgeblendet, nicht die Entitäten – jeder, der bei Home Assistant angemeldet ist, kann sie dort weiterhin lesen.",don't translate Home Assistant
settings_extra_events_loading,,Loading the roster…,Der Dienstplan wird geladen…,
settings_extra_events_unavailable,,Could not read the roster from HKI 7 Cloud.,Der Dienstplan von HKI 7 Cloud konnte nicht gelesen werden.,don't translate HKI 7 Cloud
settings_extra_events_empty,,No entities are being tracked yet.,Es werden noch keine Entitäten verfolgt.,
settings_extra_events_choose,,Choose entities,Wählen Sie Entitäten aus,
settings_extra_events_edit,,Edit entities,Entitäten bearbeiten,
settings_extra_events_pick_title,,Entities to show events for,"Entitäten, für die Ereignisse angezeigt werden sollen",
settings_extra_events_save_failed,,Could not save the event roster.,Die Veranstaltungsliste konnte nicht gespeichert werden.,
settings_extra_events_capped,,Saved %1$d entities and %2$d domains. The timeline roster is capped.,%1$d-Entitäten und %2$d-Domänen wurden gespeichert. Die Zeitleiste ist begrenzt.,app fills in %1$d %2$d — keep them
settings_extra_events_whole_domain,,All %1$s (%2$d entities),Alle %1$s (%2$d Entitäten),app fills in %1$s %2$d — keep them
settings_extra_events_resolved_capped,,"This roster covers %2$d entities, but a timeline subscribes to at most %1$d. Remove a domain, or add entities by name instead.","Diese Liste deckt %2$d Entitäten ab, aber eine Zeitleiste abonniert höchstens %1$d. Entfernen Sie eine Domäne oder fügen Sie stattdessen Entitäten nach Namen hinzu.",app fills in %2$d %1$d — keep them
settings_extra_events_per_person_title,,Who sees what,Wer sieht was,
settings_extra_events_per_person_description,,Everyone sees the whole timeline unless you take something out of it for them.,"Jeder sieht die gesamte Zeitleiste, es sei denn, Sie nehmen etwas für ihn heraus.",
settings_extra_events_sees_everything,,Sees the whole timeline,Sieht die gesamte Zeitleiste,
settings_extra_events_hidden_count,,%1$d hidden,%1$d ausgeblendet,app fills in %1$d — keep them
settings_extra_events_manage,,Manage,Verwalten,
settings_extra_events_hidden_title,,Hide from this person,Verstecke dich vor dieser Person,
settings_extra_events_notifications_hint,,"The Events tab in the notification drawer shows recent activity for the entities your family admin chose. It is set for the whole family in Family Sharing, not per device.","Auf der Registerkarte „Ereignisse“ in der Benachrichtigungsleiste werden die letzten Aktivitäten für die von Ihrem Familienadministrator ausgewählten Entitäten angezeigt. Es ist in der Familienfreigabe für die ganze Familie festgelegt, nicht pro Gerät.",
