key,item,english,translation,notes
cr_button_exclude_counters_hint,,"Keep the button, but stop it counting towards this room’s Lights and Devices totals","Pidä painike, mutta älä laske sitä tämän huoneen valojen ja laitteiden kokonaismäärään",
cr_count_with_average,,%1$s · avg %2$s%3$s,%1$s · keskim. %2$s%3$s,app fills in %1$s %2$s %3$s — keep them
cr_outside_temperature,,Outside temperature,Ulkolämpötila,
cr_outside_humidity,,Outside humidity,Ulkoinen kosteus,
cr_outside_pressure,,Outside pressure,Ulkoinen paine,
cr_outside_air_pressure,,Outside air pressure,Ulkoinen ilmanpaine,
cr_no_sensors_found_for,,No %1$s sensors found.,Ei löytynyt %1$s antureita.,app fills in %1$s — keep them
cr_climate_control,,Climate control,Ilmastonhallinta,
cr_thermostat_dial,,Thermostat dial,Termostaatin valitsin,
cr_width_third,,Third,Kolmas,
cr_width_half,,Half,Puoli,
cr_width_full,,Full,Koko,
cr_select_item,,Select %1$s,Valitse %1$s,app fills in %1$s — keep them
cr_set_outdoor_sensors,,"Set outdoor temperature, humidity, and pressure","Aseta ulkolämpötila, kosteus ja paine",
cr_auto_discovered_device_class,,Discovered automatically by device class,Löytää automaattisesti laiteluokan mukaan,
cr_auto_discovered_climate_devices,,Climate devices discovered automatically,Ilmastolaitteet löydetty automaattisesti,
cr_pick_fan_entities_as_purifiers,,Choose fan entities to use as air purifiers,Valitse tuuletinyksiköt käytettäväksi ilmanpuhdistimina,
cr_auto_discovered_humidifier_devices,,Humidifier devices discovered automatically,Ilmankostutinlaitteet löydetty automaattisesti,
cr_removed_entities,,Removed entities,Poistetut entiteetit,
cr_entities_removed_edit_mode,,Entities removed in edit mode,Entiteetit poistettiin muokkaustilassa,
cr_card_indoor_climate_overview,,Indoor climate overview,Sisäilmaston yleiskatsaus,
cr_card_sensor_device_tiles,,Sensor and device tiles,Anturi- ja laitelaatat,
cr_card_thermostats_ac,,Thermostats and AC,Termostaatit ja AC,
cr_card_temperature_summary,,Temperature summary,Lämpötilan yhteenveto,
cr_card_humidity_summary,,Humidity summary,Kosteus yhteenveto,
cr_card_air_pressure_summary,,Air-pressure summary,Ilmanpaineen yhteenveto,
cr_card_co2_summary,,CO₂ summary,CO₂ yhteenveto,
cr_card_air_quality_summary,,Air-quality summary,Yhteenveto ilmanlaadusta,
cr_category_overview,,Overview,Yleiskatsaus,
cr_category_devices,,Devices,Laitteet,
cr_category_sensors,,Sensors,Anturit,
cr_no_climate_sensors_devices,,No climate sensors or devices found.,Ilmastoantureita tai laitteita ei löytynyt.,
cr_no_climate_devices,,No climate devices found. Thermostats and AC units from Home Assistant appear here automatically.,Ilmastointilaitteita ei löytynyt. Home Assistantin termostaatit ja vaihtovirtayksiköt näkyvät täällä automaattisesti.,don't translate Home Assistant
cr_no_fans,,No fans found. Fan entities from Home Assistant appear here automatically.,Faneja ei löytynyt. Home Assistantin fanikokonaisuudet näkyvät täällä automaattisesti.,don't translate Home Assistant
cr_no_air_purifiers,,No air purifiers configured. Choose fan entities under Climate settings → Climate entities → Air purifiers.,Ilmanpuhdistimia ei ole määritetty. Valitse tuuletinyksiköt kohdasta Ilmastoasetukset → Ilmastoyksiköt → Ilmanpuhdistimet.,
cr_no_humidifiers,,No humidifiers found. Humidifier entities from Home Assistant appear here automatically.,Ilmankostuttimia ei löytynyt. Home Assistantin ilmankostuttimet näkyvät täällä automaattisesti.,don't translate Home Assistant
cr_unknown_climate_card,,Unknown climate card: %1$s,Tuntematon ilmastokortti: %1$s,app fills in %1$s — keep them
cr_select_climate_cards,,Select climate cards,Valitse ilmastokortit,
cr_entities_for,,%1$s entities,%1$s entiteetit,app fills in %1$s — keep them
cr_climate_card,,Climate card,Ilmastokortti,
cr_climate_card_dialog_subtitle,,Data sources and card appearance,Tietolähteet ja kortin ulkonäkö,
cr_card_and_data,,Card and data,Kortti ja tiedot,
cr_climate_stack,,Climate stack,Ilmastopino,
cr_climate_stack_dialog_subtitle,,"Cards, data sources, and layout","Kortit, tietolähteet ja asettelu",
cr_cards_and_data,,Cards and data,Kortit ja tiedot,
cr_sensor_count,one,%d sensor,%d anturi,app fills in %d — keep them
cr_sensor_count,other,%d sensors,%d anturia,app fills in %d — keep them
cr_device_count_on,one,%1$d device · %2$d on,%1$d laite · %2$d päällä,app fills in %1$d %2$d — keep them
cr_device_count_on,other,%1$d devices · %2$d on,%1$d laitteet · %2$d päällä,app fills in %1$d %2$d — keep them
cr_outside_sensors_set,one,%d outside sensor set,%d ulkoanturi asetettu,app fills in %d — keep them
cr_outside_sensors_set,other,%d outside sensors set,%d ulkoanturia asetettu,app fills in %d — keep them
cr_auto_plus_manual,one,Automatic + %d manual,Automaattinen + %d manuaalinen,app fills in %d — keep them
cr_auto_plus_manual,other,Automatic + %d manual,Automaattinen + %d manuaalinen,app fills in %d — keep them
cr_selected_count,one,%d selected,%d valittu,app fills in %d — keep them
cr_selected_count,other,%d selected,%d valittu,app fills in %d — keep them
cr_removed_count,one,%d removed,%d poistettu,app fills in %d — keep them
cr_removed_count,other,%d removed,%d poistettu,app fills in %d — keep them
cr_room,,Room,Huone,
cr_room_details,,Room details,Huoneen tiedot,
cr_empty_room,,"This room is empty. Swipe down on the header, enable edit mode, and add widgets, buttons, or tiles.","Tämä huone on tyhjä. Pyyhkäise alas otsikossa, ota muokkaustila käyttöön ja lisää widgetejä, painikkeita tai ruutuja.",
cr_default_markdown_content,,# Markdown\nOpen this widget in **edit mode** to write your own content.,# Markdown\nAvaa tämä widget **muokkaustilassa** kirjoittaaksesi omaa sisältöäsi.,\n = line break
cr_select_camera,,Select camera,Valitse kamera,
cr_select_entity,,Select entity,Valitse entiteetti,
cr_custom_camera,,Custom camera,Mukautettu kamera,
cr_configure_widget,,Configure widget,Määritä widget,
cr_configure_widget_subtitle,,Set the essentials before adding it,Aseta olennaiset tiedot ennen sen lisäämistä,
cr_widget_options,,Widget options,Widget-asetukset,
cr_widget_options_subtitle,,Choose what this widget should display,"Valitse, mitä tämän widgetin tulee näyttää",
cr_add_widget,,Add widget,Lisää widget,
cr_add_widget_subtitle,,Browse by purpose or search every widget,Selaa tarkoituksen mukaan tai hae jokaista widgetiä,
cr_widget_category_controls,,Controls,Säätimet,
cr_widget_category_controls_description,,"Buttons, vacuums, and grouped controls","Painikkeet, imurit ja ryhmitellyt säätimet",
cr_widget_category_cameras,,Cameras,Kamerat,
cr_widget_category_cameras_description,,Live camera tiles and multi-camera views,Live-kameraruudut ja usean kameran näkymät,
cr_widget_category_climate,,Climate and weather,Ilmasto ja sää,
cr_widget_category_climate_description,,"Temperature, comfort, forecasts, and conditions","Lämpötila, mukavuus, ennusteet ja olosuhteet",
cr_widget_category_energy,,Energy and batteries,Energiaa ja akkuja,
cr_widget_category_energy_description,,"Consumption, production, and device health","Kulutus, tuotanto ja laitteiden kunto",
cr_widget_category_information,,Information and media,Tiedotus ja media,
cr_widget_category_information_description,,"Calendars, deliveries, graphs, notes, and playback","Kalenterit, toimitukset, kaaviot, muistiinpanot ja toisto",
cr_widget_category_layout,,Layout and structure,Asettelu ja rakenne,
cr_widget_category_layout_description,,Headings and flexible widget containers,Otsikot ja joustavat widget-säiliöt,
cr_widget_adaptive_lighting,,Adaptive Lighting,Mukautuva valaistus,
cr_widget_adaptive_lighting_description,,Control any installed Adaptive Lighting profile,Ohjaa kaikkia asennettuja Adaptive Lighting -profiileja,
cr_widget_button,,Button,Painike,
cr_widget_button_description,,A single configurable entity control,Yksi konfiguroitava kokonaisuuden ohjaus,
cr_widget_buttons,,Buttons,Painikkeet,
cr_widget_calendar,,Calendar,Kalenteri,
cr_widget_calendar_description,,"Agenda, week, and month views from Home Assistant calendars","Esityslista-, viikko- ja kuukausinäkymät Home Assistantin kalentereista",don't translate Home Assistant
cr_widget_waste_collection,,Waste collection,Jätteiden kerääminen,
cr_widget_waste_collection_description,,Upcoming collections from waste sensors,Tulevia keräyksiä jäteantureista,
cr_widget_parcels,,Parcels,Paketit,
cr_widget_parcels_description,,Incoming and outgoing parcels from supported carriers,Saapuvat ja lähtevät paketit tuetuilta kuljettajilta,
cr_widget_camera,,Camera,Kamera,
cr_widget_camera_description,,A single live camera tile or stream URL,Yksi live-kameraruutu tai striimin URL-osoite,
cr_widget_cameras,,Cameras,Kamerat,
cr_widget_climate_card,,Climate card,Ilmastokortti,
cr_widget_climate_card_description,,Any card from the Climate view,Mikä tahansa kortti ilmastonäkymästä,
cr_widget_energy_card,,Energy card,Energiakortti,
cr_widget_energy_card_description,,Any card from the Energy view,Mikä tahansa kortti Energia-näkymästä,
cr_widget_battery_levels,,Battery levels,Akun varaustasot,
cr_widget_battery_levels_description,,"Low batteries, or Battery+ only with type details",Paristot vähissä tai Battery+ vain tyyppitiedoilla,
cr_widget_header_text,,Header text,Otsikkoteksti,
cr_widget_header_text_description,,Add a section heading,Lisää osion otsikko,
cr_widget_markdown,,Markdown,Markdown,
cr_widget_markdown_description,,A free-form card written in Markdown,"Vapaamuotoinen kortti, joka on kirjoitettu Markdownilla",
cr_widget_iframe,,iFrame,iFrame,
cr_widget_iframe_description,,Embed any web page on your dashboard,Upota mikä tahansa verkkosivu hallintapaneeliisi,
cr_widget_media_player,,Media player,Mediasoitin,
cr_widget_media_player_description,,Now-playing tile with album art as the background,Nyt toistettava laatta albumin kuvituksen taustalla,
cr_widget_sensor_graph,,Sensor graph,Anturikaavio,
cr_widget_sensor_graph_description,,"History graph for one or more sensors, as lines or bars",Historiakaavio yhdelle tai useammalle anturille viivoina tai pylväinä,
cr_widget_vacuum,,Vacuum,Tyhjiö,
cr_widget_vacuum_description,,A single robot-vacuum control,Yksi robotti-imurin ohjaus,
cr_widget_weather,,Weather,Sää,
cr_widget_weather_description,,A single weather card,Yksi sääkortti,
cr_widget_empty_stack,,Empty stack,Tyhjä pino,
cr_widget_empty_stack_description,,Place widgets inside a configurable stack,Sijoita widgetit määritettävään pinoon,
cr_widget_button_stack,,Button stack,Painikepino,
cr_widget_button_stack_description,,Group entities into configurable controls,Ryhmittele entiteetit konfiguroitaviin säätimiin,
cr_widget_camera_stack,,Camera stack,Kamerapino,
cr_widget_camera_stack_description,,Show live camera tiles or a custom stream URL,Näytä live-kameraruudut tai muokattu striimin URL-osoite,
cr_widget_climate_stack,,Climate stack,Ilmastopino,
cr_widget_climate_stack_description,,"Group climate cards such as overview, thermostats, and sensors","Ryhmittele ilmastokortit, kuten yleiskatsaus, termostaatit ja anturit",
cr_widget_energy_stack,,Energy stack,Energiapino,
cr_widget_energy_stack_description,,"Group energy cards such as usage, solar, gas, and water","Ryhmittele energiakortit, kuten käyttö, aurinko, kaasu ja vesi",
cr_widget_sensor_graph_stack,,Sensor graph stack,Anturikaaviopino,
cr_widget_sensor_graph_stack_description,,Group several sensor-history graphs,Ryhmittele useita anturihistoriakaavioita,
cr_widget_swiping_stack,,Swiping stack,Pyyhkäisevä pino,
cr_widget_swiping_stack_description,,Swipe horizontally through nested widgets,Pyyhkäise vaakasuunnassa sisäkkäisten widgetien läpi,
cr_widget_vacuum_stack,,Vacuum stack,Tyhjiöpino,
cr_widget_vacuum_stack_description,,Control robot vacuums with a map and battery status,Ohjaa robottiimureita kartan ja akun tilan avulla,
cr_widget_weather_stack,,Weather stack,Sää pino,
cr_widget_weather_stack_description,,"Group conditions, forecast, wind, or rain-map cards","Ryhmäolosuhteet, ennuste-, tuuli- tai sadekarttakortit",
cr_camera_settings,,Camera settings,Kameran asetukset,
cr_vacuum_settings,,Vacuum settings,Tyhjiöasetukset,
cr_button_settings,,Button settings,Painikkeiden asetukset,
cr_robot_image,,Robot image,Robotin kuva,
cr_map_camera,,Map camera,Karttakamera,
cr_external_url,,External URL,Ulkoinen URL-osoite,
cr_valetudo_map,,Valetudo map,Valetudo kartta,don't translate Valetudo
cr_valetudo_map_hint,,Draws the map from a Valetudo robot and lets you tap a room to clean it. Pick the robot's map camera below.,Piirtää kartan Valetudo-robotista ja voit puhdistaa sen koskettamalla huonetta. Valitse alta robotin karttakamera.,don't translate Valetudo
cr_valetudo_camera_mode_note,,Using Map camera with a Valetudo map entity shows a blank tile. Valetudo does not render the map on the robot — its PNG is only a container for the map data. Choose Valetudo map instead to have HKI draw it.,"Karttakameran käyttäminen Valetudo-karttakokonaisuuden kanssa näyttää tyhjän ruudun. Valetudo ei renderöi karttaa robotissa – sen PNG on vain karttatietosäiliö. Valitse sen sijaan Valetudo-kartta, jotta HKI piirtää sen.",don't translate Valetudo
cr_animation_glow,,Glow,Hehku,
cr_animation_spin,,Spin,Pyöritä,
cr_animation_pulse,,Pulse,Pulssi,
cr_adaptive_lighting_widget,,Adaptive Lighting widget,Mukautuva valaistus -widget,
cr_adaptive_lighting_widget_subtitle,,"Profiles, size, and appearance","Profiilit, koko ja ulkonäkö",
cr_button_stack_dialog_subtitle,,"Layout, appearance, and entity order","Asettelu, ulkonäkö ja kokonaisuuden järjestys",
cr_expand_stack,,Expand stack,Laajenna pinoa,
cr_collapse_stack,,Collapse stack,Tiivistä pino,
cr_hide_stack,,Hide stack,Piilota pino,
cr_unhide_stack,,Unhide stack,Näytä pino,
cr_swiping_stack_dialog_subtitle,,"Pages, height, and card appearance","Sivut, korkeus ja kortin ulkonäkö",
cr_empty_stack_dialog_subtitle,,Container layout and appearance,Säiliön asettelu ja ulkonäkö,
cr_header_text_dialog_subtitle,,Heading content and visual style,Otsikon sisältö ja visuaalinen tyyli,
cr_animation_swipe,,Swipe,Pyyhkäise,
cr_animation_fade,,Fade,Häivyttää,
cr_animation_zoom,,Zoom,Zoomaa,
cr_animation_slide_fade,,Slide + fade,Liuku + häivytys,
cr_animation_cube,,Cube,Kuutio,
cr_animation_instant,,Instant,Välitön,
cr_widget_option_count,one,%d option,%d vaihtoehto,app fills in %d — keep them
cr_widget_option_count,other,%d options,%d vaihtoehtoa,app fills in %d — keep them
cr_configured_lights,one,%d configured light,%d määritetty valo,app fills in %d — keep them
cr_configured_lights,other,%d configured lights,%d määritettyä valoa,app fills in %d — keep them
cr_quick_notifications,,Notifications,Ilmoitukset,
cr_quick_notifications_instruction,,Swipe right from the upper-left edge.,Pyyhkäise oikealle vasemmasta yläreunasta.,
cr_quick_switch_homes,,Switch homes,Vaihda kotia,
cr_quick_switch_homes_instruction,,Swipe left from the upper-right edge of the header.,Pyyhkäise vasemmalle otsikon oikeasta yläreunasta.,
cr_quick_actions,,Quick actions,Nopeita toimia,
cr_quick_actions_instruction,,"Pull down on any page header for Search, Flows, Edit, and Settings.","Vedä alas minkä tahansa sivun otsikko Haku-, Reitti-, Muokkaus- ja Asetukset-kohdassa.",
cr_quick_media_player,,Media player,Mediasoitin,
cr_quick_media_player_instruction,,"When the handle appears, swipe up on the bottom bar to restore the player.","Kun kahva tulee näkyviin, palauta soitin pyyhkäisemällä ylös alapalkista.",
cr_quick_make_it_yours,,Make it yours,Tee siitä omasi,
cr_quick_make_it_yours_instruction,,"In edit mode, add and reorder rooms, floors, and widgets. Tap an item to configure it.","Muokkaustilassa voit lisätä ja järjestää uudelleen huoneita, kerroksia ja widgetejä. Napauta kohdetta määrittääksesi sen.",
cr_whats_new_1_1_2,1,"Returning from Home Assistant Settings, Developer tools or HACS now restores the same position in HKI 7 Settings instead of reopening at the top.","Palaamalla Home Assistant Asetuksista, Kehittäjätyökalut tai HACS palauttaa nyt saman sijainnin HKI 7-asetuksiin sen sijaan, että avattaisiin uudelleen yläreunasta.","don't translate Home Assistant, HKI 7"
